x @  cent_trace_len @  decent_trace_len @  odecent_trace_len @  cent_num_mess @  decent_num_mess @  odecent_num_mess @  cent_size_mess @  decent_size_mess @  odecent_size_mess @  cent_nb_progressions @  decent_nb_progressions @  odecent_nb_progressions @  formula @  trace
1 @ 2 @ 3 @ 2 @ 3 @ 0 @ 0 @ 1. @ 0. @ 0. @ 3 @ 3 @ 3 @ Next (Var "b") @ { | |c} ; {a|b|c} ; { |b| } ; {a| |c} ; {a|b| } ; {a|b| } ; {a|b| } ; {a|b| } ; {a| |c} ; { |b|c} ; { | | } ; {a| | } ; { | |c} ; {a| | } ; {a|b|c} ; {a|b| } ; { | | } ; { |b| } ; {a|b| } ; { |b| } ; {a|b| } ; { | |c} ; { | | } ; { | | } ; { | | } ; { | |c} ; {a|b| } ; { |b|c} ; { |b| } ; { | |c} ; { | |c} ; { | |c} ; {a|b|c} ; { |b| } ; { |b| } ; { |b| } ; { | | } ; { | |c} ; {a|b|c} ; {a|b|c} ; { | |c} ; { | | } ; { | | } ; {a|b| } ; {a|b| } ; { |b| } ; {a| | } ; {a|b| } ; { |b| } ; { | | } ; { |b|c} ; { |b| } ; {a|b|c} ; { |b| } ; {a|b| } ; { | |c} ; {a| | } ; { | |c} ; { | | } ; {a| |c} ; { |b|c} ; {a|b|c} ; {a| |c} ; { | | } ; {a| |c} ; { | |c} ; {a|b|c} ; { |b|c} ; { |b| } ; { | | } ; {a| | } ; { | | } ; { |b| } ; { | | } ; { |b| } ; { | |c} ; { | |c} ; { | | } ; {a| |c} ; { | | } ; {a| |c} ; {a|b|c} ; {a|b| } ; {a| |c} ; { | | } ; { |b| } ; {a| | } ; { | |c} ; {a| | } ; {a| | } ; { |b| } ; { |b| } ; { |b| } ; { | | } ; { | | } ; {a| |c} ; {a| | } ; {a| | } ; { | | } ; { |b| } ; {a|b| }
3 @ 8 @ 9 @ 9 @ 21 @ 4 @ 2 @ 1. @ 1.95 @ 0.41 @ 28 @ 86 @ 59 @ And (Or (Glob (Var "c"), Var "a"), Or (Neg (Var "a"), Ev (Neg (Var "c")))) @ { | |c} ; { | |c} ; {a|b|c} ; { | |c} ; { | |c} ; {a| |c} ; {a| |c} ; { | | } ; { | |c} ; {a| |c} ; { | |c} ; { | |c} ; {a|b|c} ; {a|b| } ; { |b|c} ; {a|b| } ; { | | } ; { |b| } ; {a| | } ; { | | } ; { | | } ; { |b|c} ; { |b|c} ; { | | } ; { | |c} ; { |b|c} ; {a| |c} ; { | | } ; {a|b|c} ; { | | } ; {a| | } ; { | |c} ; {a|b|c} ; {a| | } ; {a|b|c} ; { | |c} ; { | |c} ; { | | } ; {a|b| } ; { |b| } ; {a| | } ; { | | } ; {a| | } ; { |b|c} ; {a|b|c} ; {a|b|c} ; {a| |c} ; { | | } ; {a|b| } ; {a| | } ; { |b| } ; { | |c} ; { |b| } ; {a|b| } ; { | |c} ; {a| | } ; { | |c} ; { |b|c} ; { |b|c} ; { |b|c} ; { |b| } ; {a|b|c} ; {a|b|c} ; { |b| } ; {a| |c} ; { | | } ; {a| | } ; {a|b|c} ; { | |c} ; {a| | } ; { |b| } ; { | | } ; { | |c} ; {a| |c} ; { |b|c} ; { | | } ; { |b| } ; { | | } ; { |b| } ; {a|b| } ; {a| | } ; {a|b|c} ; {a|b| } ; {a| |c} ; { | |c} ; { |b| } ; {a| |c} ; { |b|c} ; {a|b|c} ; {a|b|c} ; { | |c} ; {a|b| } ; { | | } ; { | |c} ; { |b| } ; {a| | } ; { |b|c} ; { | |c} ; { |b| } ; {a| | } ; {a| | }
3 @ 14 @ 16 @ 15 @ 39 @ 11 @ 14 @ 1. @ 3.02 @ 2.54 @ 162 @ 280 @ 178 @ Ev (Next (And (Var "c", Var "b"))) @ {a| | } ; { |b| } ; {a| |c} ; { | |c} ; {a|b| } ; {a| |c} ; { | | } ; { |b| } ; {a|b| } ; { |b| } ; {a| |c} ; {a| |c} ; { |b| } ; {a|b|c} ; { | | } ; { | | } ; {a| | } ; {a| | } ; {a|b| } ; {a|b|c} ; { |b| } ; {a| |c} ; {a| |c} ; {a| |c} ; { | | } ; { | | } ; {a|b| } ; { |b| } ; { |b| } ; { |b|c} ; { |b|c} ; { |b| } ; { |b|c} ; { | |c} ; { | | } ; { | | } ; {a| | } ; { |b|c} ; {a| |c} ; {a|b|c} ; { |b| } ; {a| | } ; {a|b|c} ; { | | } ; {a|b| } ; { | | } ; { |b|c} ; { |b| } ; { | |c} ; { |b|c} ; { | | } ; { | |c} ; {a| |c} ; { | | } ; {a|b|c} ; {a|b| } ; { | | } ; {a|b|c} ; {a|b|c} ; {a|b|c} ; {a| |c} ; { | |c} ; { |b|c} ; {a| | } ; { |b|c} ; {a| |c} ; { | |c} ; { |b| } ; { | | } ; { | |c} ; {a|b|c} ; { |b|c} ; { |b| } ; {a| | } ; {a|b| } ; { |b|c} ; {a| | } ; {a|b|c} ; { |b|c} ; { |b|c} ; {a| | } ; { |b|c} ; { |b| } ; {a|b|c} ; {a|b| } ; {a|b| } ; { | | } ; {a|b| } ; {a| | } ; {a| |c} ; { | | } ; {a| | } ; {a| |c} ; { | | } ; { | |c} ; {a| |c} ; { | |c} ; {a|b|c} ; { |b| } ; {a|b| } ; { | | }
3 @ 8 @ 9 @ 8 @ 21 @ 3 @ 7 @ 1. @ 1.75 @ 2.19 @ 101 @ 151 @ 117 @ And (Glob (Or (Var "a", Var "b")), Glob (Next (Var "b"))) @ {a| |c} ; {a|b|c} ; { |b|c} ; {a|b|c} ; { |b| } ; { |b| } ; {a|b|c} ; {a| | } ; {a| |c} ; { | |c} ; {a| |c} ; { | |c} ; {a|b|c} ; { | | } ; { |b| } ; {a| |c} ; {a|b| } ; {a| | } ; {a|b|c} ; { | | } ; { | | } ; { | | } ; {a| | } ; { |b| } ; { | |c} ; { | | } ; { |b|c} ; { | | } ; { | |c} ; { |b| } ; { | | } ; {a| |c} ; {a| | } ; {a| | } ; { |b|c} ; {a| |c} ; {a|b|c} ; {a| |c} ; { |b| } ; {a|b| } ; {a| | } ; { |b|c} ; {a| | } ; {a|b| } ; {a|b| } ; { |b|c} ; { |b| } ; { |b| } ; {a| | } ; {a| | } ; { | | } ; {a|b|c} ; {a| | } ; { | |c} ; { |b|c} ; {a| | } ; { | | } ; { | | } ; {a|b|c} ; { | | } ; { |b|c} ; { | | } ; {a|b| } ; { |b| } ; {a| | } ; {a| | } ; {a|b| } ; {a|b| } ; { |b| } ; { | |c} ; { |b|c} ; { | | } ; { |b| } ; {a|b| } ; { |b| } ; {a|b|c} ; {a|b|c} ; { | | } ; { | |c} ; { | | } ; { |b|c} ; {a|b| } ; {a| | } ; { | |c} ; {a| | } ; {a|b|c} ; { |b|c} ; {a|b| } ; {a| |c} ; {a| | } ; { | | } ; { |b|c} ; {a|b|c} ; {a|b|c} ; {a| |c} ; {a| |c} ; { | |c} ; {a| | } ; { |b| } ; {a|b| } ; {a|b|c}
3 @ 8 @ 10 @ 9 @ 21 @ 6 @ 24 @ 1. @ 2.7 @ 6.75 @ 69 @ 149 @ 104 @ And (Next (And (Or (Neg (Var "a"), Var "c"), Or (Neg (Var "c"), Var "a"))), Ev (And (Var "b", Var "a"))) @ { |b|c} ; { |b| } ; {a| | } ; {a| |c} ; {a| | } ; {a| |c} ; {a| | } ; {a|b| } ; { | | } ; { |b|c} ; { | |c} ; { | | } ; {a| | } ; { | | } ; { |b|c} ; { | |c} ; { | |c} ; {a| |c} ; { | | } ; {a|b| } ; { | | } ; {a| | } ; {a| |c} ; { | | } ; { | |c} ; { | |c} ; { | | } ; { | |c} ; { |b| } ; { | | } ; { | |c} ; {a| |c} ; {a| |c} ; {a| | } ; { |b| } ; { | |c} ; {a|b|c} ; { | | } ; {a|b| } ; { |b|c} ; { | | } ; {a| | } ; {a|b| } ; {a|b|c} ; {a|b| } ; { | |c} ; {a|b|c} ; { |b| } ; {a|b| } ; {a| | } ; {a| | } ; {a| |c} ; {a| | } ; { | | } ; { | | } ; { | | } ; { |b| } ; {a| |c} ; { |b| } ; {a|b| } ; { | |c} ; { | | } ; { |b|c} ; { | |c} ; {a|b|c} ; {a| |c} ; {a|b| } ; { |b| } ; { | |c} ; { |b|c} ; { |b|c} ; { | | } ; { | | } ; {a|b| } ; {a|b|c} ; {a| | } ; { |b|c} ; { | |c} ; { |b|c} ; {a|b| } ; { |b|c} ; { |b|c} ; {a|b| } ; {a|b|c} ; { | | } ; {a| | } ; { |b|c} ; {a|b| } ; { |b|c} ; { |b|c} ; {a| |c} ; {a| | } ; {a|b| } ; { |b| } ; {a|b|c} ; {a|b|c} ; {a| |c} ; {a| | } ; {a|b| } ; { |b|c} ; {a|b|c}
3 @ 8 @ 10 @ 9 @ 21 @ 6 @ 8 @ 1. @ 2.88 @ 2.25 @ 48 @ 98 @ 58 @ Ev (Neg (Until (Var "c", Var "a"))) @ {a|b|c} ; { | |c} ; {a|b| } ; {a| |c} ; {a| |c} ; {a|b|c} ; { | |c} ; { | | } ; {a| |c} ; {a| |c} ; { |b|c} ; {a| | } ; {a| |c} ; {a|b|c} ; { | |c} ; {a|b| } ; {a|b|c} ; {a|b| } ; {a|b| } ; { | |c} ; { | | } ; { | | } ; { | | } ; { | | } ; {a| | } ; { |b|c} ; { | | } ; { |b|c} ; {a|b| } ; { |b| } ; {a| |c} ; { | |c} ; {a|b|c} ; {a|b| } ; {a| | } ; {a| |c} ; { |b|c} ; { |b|c} ; { | |c} ; { | | } ; {a|b|c} ; { |b| } ; {a| |c} ; {a| |c} ; { |b| } ; { |b| } ; {a|b|c} ; {a| |c} ; {a| |c} ; { |b| } ; {a|b|c} ; {a|b|c} ; {a|b| } ; {a|b| } ; {a| | } ; { |b| } ; { |b|c} ; { | | } ; {a| |c} ; { |b|c} ; { |b|c} ; {a| | } ; {a| | } ; { | |c} ; { | | } ; {a|b|c} ; {a| | } ; { |b|c} ; {a| |c} ; {a|b|c} ; { | |c} ; { |b|c} ; { |b| } ; { |b| } ; {a|b| } ; { | |c} ; { | | } ; {a| |c} ; {a|b|c} ; { | | } ; {a| |c} ; { | | } ; { | |c} ; {a|b| } ; {a| |c} ; {a|b|c} ; {a|b| } ; {a|b|c} ; {a| |c} ; { | | } ; {a| |c} ; { | |c} ; { | | } ; {a| |c} ; { | |c} ; {a| | } ; { |b|c} ; { | | } ; { |b|c} ; { |b| } ; {a| |c}
3 @ 8 @ 9 @ 8 @ 21 @ 2 @ 0 @ 1. @ 0.58 @ 0. @ 25 @ 39 @ 25 @ Next (Ev (Neg (Var "b"))) @ {a| | } ; {a|b| } ; {a|b|c} ; { |b|c} ; {a|b|c} ; {a|b|c} ; {a|b| } ; { | |c} ; { |b|c} ; {a|b| } ; { | | } ; { | | } ; { |b| } ; { |b|c} ; {a|b|c} ; { | |c} ; {a|b| } ; { |b| } ; {a| |c} ; {a|b| } ; {a|b| } ; { | |c} ; { |b|c} ; {a|b|c} ; { | |c} ; { | | } ; { |b| } ; {a| | } ; { | |c} ; {a| |c} ; {a| | } ; {a|b| } ; {a| |c} ; { | |c} ; { |b| } ; {a|b| } ; { | |c} ; { | |c} ; {a|b| } ; {a|b|c} ; {a| |c} ; { | | } ; {a| | } ; {a|b| } ; { |b|c} ; {a|b|c} ; {a| | } ; {a| | } ; {a|b| } ; { |b|c} ; { | | } ; {a|b| } ; { |b| } ; {a| |c} ; { | | } ; {a| |c} ; {a|b| } ; {a| | } ; {a|b|c} ; { | |c} ; {a| | } ; { |b|c} ; {a| | } ; {a| | } ; {a| | } ; { |b|c} ; { | |c} ; {a| | } ; {a| |c} ; { | |c} ; { | | } ; {a|b|c} ; { |b|c} ; {a| | } ; { | |c} ; { |b| } ; { | |c} ; { |b| } ; { |b|c} ; {a| | } ; {a| |c} ; {a|b|c} ; {a| |c} ; { | |c} ; {a| |c} ; { | |c} ; { |b| } ; {a| |c} ; { |b|c} ; { |b|c} ; { | | } ; { | |c} ; { |b| } ; {a| |c} ; {a|b| } ; { | | } ; {a| |c} ; { |b|c} ; {a| |c} ; { |b| } ; {a|b|c}
3 @ 8 @ 10 @ 9 @ 21 @ 15 @ 16 @ 1. @ 14.03 @ 4.5 @ 210 @ 565 @ 223 @ Ev (Next (And (Or (Neg (Var "a"), Var "b"), Or (Neg (Var "b"), Var "a")))) @ {a|b| } ; {a| |c} ; { |b| } ; { |b|c} ; {a| | } ; {a| |c} ; {a| |c} ; { | | } ; {a| | } ; {a|b| } ; { | |c} ; {a| |c} ; { |b| } ; {a|b| } ; { | | } ; { |b| } ; { | | } ; { |b| } ; { |b|c} ; {a| |c} ; { | |c} ; {a| |c} ; { |b| } ; { | |c} ; { |b| } ; { |b|c} ; { | |c} ; {a| | } ; {a| |c} ; { | | } ; { |b|c} ; { |b| } ; { | | } ; { |b| } ; { |b| } ; { |b|c} ; { |b|c} ; { | |c} ; {a|b|c} ; {a|b| } ; { | | } ; {a|b| } ; { | |c} ; {a|b| } ; { |b|c} ; { | |c} ; { |b|c} ; {a|b| } ; { | |c} ; { |b|c} ; { |b|c} ; { |b|c} ; {a| | } ; {a|b|c} ; { | |c} ; { |b| } ; {a|b|c} ; { |b| } ; { | |c} ; {a| |c} ; {a| |c} ; { |b|c} ; {a|b| } ; {a| | } ; { |b|c} ; {a| |c} ; { | | } ; {a| | } ; {a|b|c} ; {a| | } ; {a| | } ; { | |c} ; {a| | } ; { |b|c} ; { |b| } ; { | |c} ; {a| |c} ; { | |c} ; { | |c} ; {a| |c} ; { |b| } ; { |b| } ; { |b|c} ; { |b| } ; { |b|c} ; { |b| } ; {a| |c} ; { |b|c} ; { | | } ; {a| | } ; {a|b|c} ; {a|b| } ; { |b|c} ; { |b| } ; {a| | } ; {a|b|c} ; { |b|c} ; {a| |c} ; {a| | } ; {a|b| } ; { | | }
3 @ 10 @ 11 @ 10 @ 27 @ 2 @ 0 @ 1. @ 0.66 @ 0. @ 33 @ 59 @ 33 @ And (Var "c", Ev (Neg (Var "c"))) @ {a|b|c} ; { |b|c} ; {a| |c} ; {a|b|c} ; { | |c} ; { |b|c} ; { | |c} ; {a| |c} ; {a| |c} ; {a|b| } ; {a|b| } ; { | |c} ; {a|b| } ; {a|b| } ; {a|b| } ; {a|b|c} ; {a| |c} ; { |b| } ; {a|b| } ; { | |c} ; {a| |c} ; { | | } ; {a| | } ; { | |c} ; {a|b| } ; { | | } ; { | | } ; {a|b|c} ; {a|b| } ; { | |c} ; { |b| } ; { | | } ; {a|b| } ; {a| | } ; { |b| } ; {a| | } ; {a| |c} ; {a|b|c} ; { | |c} ; { |b| } ; { |b| } ; {a|b|c} ; {a|b| } ; {a| | } ; {a|b|c} ; {a|b|c} ; { | | } ; {a|b| } ; { | |c} ; {a| | } ; { |b| } ; {a| | } ; { | |c} ; { |b| } ; { | | } ; { |b| } ; { |b|c} ; { | | } ; {a| |c} ; { | | } ; {a|b| } ; {a| |c} ; { | | } ; {a|b|c} ; { |b|c} ; {a|b|c} ; {a|b|c} ; {a| |c} ; { | |c} ; { | | } ; {a|b|c} ; { |b| } ; {a|b| } ; {a|b|c} ; {a|b| } ; { | |c} ; {a|b|c} ; { | |c} ; { | | } ; { | |c} ; {a| |c} ; {a| | } ; {a| | } ; {a| | } ; { | |c} ; { | | } ; {a|b| } ; {a|b| } ; {a| | } ; {a|b|c} ; {a|b|c} ; { | | } ; {a| | } ; {a|b| } ; {a| | } ; {a|b| } ; { | |c} ; { |b| } ; { | | } ; { |b| } ; { | | }
3 @ 8 @ 9 @ 9 @ 21 @ 9 @ 10 @ 1. @ 13.79 @ 2.66 @ 75 @ 417 @ 106 @ Or (And (Glob (Var "b"), Neg (Until (Var "a", Var "c"))), And (Until (Var "a", Var "c"), Ev (Neg (Var "b")))) @ {a|b| } ; {a|b| } ; {a|b|c} ; {a|b| } ; {a|b|c} ; {a|b|c} ; { |b| } ; {a| | } ; { |b|c} ; {a|b| } ; {a|b|c} ; {a| | } ; {a|b|c} ; { | | } ; {a|b| } ; { | |c} ; { |b| } ; {a| | } ; {a|b| } ; {a|b| } ; { | | } ; {a| |c} ; { |b| } ; {a| |c} ; { | |c} ; { | | } ; { | | } ; {a|b| } ; {a| | } ; {a| | } ; {a| | } ; { |b|c} ; { |b| } ; { | |c} ; { |b|c} ; { | |c} ; {a| | } ; { |b|c} ; {a| |c} ; {a| |c} ; { | | } ; {a| |c} ; {a| | } ; {a| |c} ; {a| | } ; { |b|c} ; { |b|c} ; {a| |c} ; { |b| } ; { | |c} ; { | | } ; {a| | } ; { |b|c} ; { | | } ; {a|b|c} ; { |b| } ; {a| |c} ; { | | } ; {a| |c} ; { |b| } ; {a|b|c} ; { | | } ; { |b| } ; { | |c} ; {a|b| } ; { |b| } ; { |b|c} ; { | | } ; { |b|c} ; {a|b| } ; { | | } ; { |b|c} ; { |b| } ; { |b|c} ; {a| |c} ; {a|b|c} ; {a| | } ; {a|b|c} ; { |b| } ; {a| |c} ; {a| | } ; { | |c} ; { |b|c} ; {a|b|c} ; { |b| } ; {a| | } ; { |b| } ; { | | } ; {a| | } ; { |b|c} ; { |b| } ; {a|b| } ; { | |c} ; {a| | } ; {a|b|c} ; {a|b| } ; { |b|c} ; {a|b|c} ; { | | } ; { |b| } ; { |b|c}
3 @ 10 @ 12 @ 11 @ 27 @ 7 @ 10 @ 1. @ 2.06 @ 2.36 @ 50 @ 140 @ 62 @ Glob (Until (Var "c", Var "b")) @ { |b| } ; { |b| } ; { |b| } ; {a| |c} ; { |b| } ; {a|b| } ; { |b|c} ; {a| |c} ; {a|b| } ; {a| | } ; { |b| } ; { | | } ; {a|b| } ; {a|b| } ; { |b| } ; {a|b|c} ; { | |c} ; {a| |c} ; {a| | } ; {a| |c} ; { |b| } ; {a|b|c} ; {a| |c} ; { |b|c} ; { | |c} ; {a| | } ; {a|b|c} ; {a| |c} ; {a| | } ; {a|b| } ; {a|b|c} ; {a| |c} ; { | |c} ; { | | } ; {a|b|c} ; { | |c} ; { | |c} ; {a| | } ; {a| | } ; { | |c} ; {a|b| } ; {a| | } ; { | |c} ; { |b|c} ; { |b|c} ; {a|b|c} ; { |b|c} ; {a| |c} ; {a|b| } ; {a|b|c} ; {a| | } ; { | | } ; { |b|c} ; { |b|c} ; { | |c} ; { |b| } ; { |b|c} ; {a| | } ; {a|b| } ; { | |c} ; { |b| } ; {a|b| } ; { |b| } ; { |b|c} ; {a|b|c} ; { |b|c} ; { |b|c} ; { | |c} ; { |b|c} ; {a| | } ; { | |c} ; {a| | } ; {a|b| } ; { | | } ; { | | } ; {a| |c} ; {a| |c} ; { |b| } ; { |b| } ; { | |c} ; {a|b| } ; { |b| } ; { |b|c} ; {a|b|c} ; {a|b|c} ; { |b|c} ; { | | } ; {a|b| } ; {a|b| } ; { |b| } ; { |b|c} ; {a|b| } ; { | | } ; { | | } ; { |b| } ; {a| | } ; {a|b| } ; { | |c} ; { |b| } ; { |b|c} ; { |b| }
3 @ 9 @ 11 @ 10 @ 24 @ 8 @ 9 @ 1. @ 3.53 @ 2.29 @ 54 @ 137 @ 65 @ Ev (Neg (Until (Var "b", Var "a"))) @ {a| | } ; { |b| } ; { |b| } ; {a| |c} ; { |b| } ; {a|b| } ; {a| |c} ; { |b| } ; { | | } ; { | |c} ; { |b|c} ; { |b|c} ; { | |c} ; {a| |c} ; {a| |c} ; { |b|c} ; {a| |c} ; { |b| } ; { |b| } ; { | |c} ; {a|b| } ; {a| |c} ; { | | } ; { |b|c} ; {a|b|c} ; {a|b| } ; { |b| } ; {a|b| } ; { |b|c} ; {a| | } ; { |b|c} ; {a|b| } ; { |b| } ; { | |c} ; { | |c} ; {a| | } ; {a| | } ; { | | } ; {a|b| } ; { | | } ; { | |c} ; { |b| } ; { | |c} ; { |b| } ; {a|b| } ; {a| | } ; {a| | } ; {a|b|c} ; {a|b|c} ; {a|b|c} ; { |b|c} ; {a| | } ; {a| |c} ; { |b| } ; {a| | } ; { | |c} ; { | |c} ; {a|b|c} ; {a|b|c} ; {a|b| } ; { |b|c} ; {a| | } ; { | | } ; { | | } ; {a| | } ; { | |c} ; { | |c} ; {a|b|c} ; { |b| } ; { |b| } ; {a|b|c} ; { | |c} ; { |b| } ; { |b| } ; {a| | } ; { |b|c} ; { | | } ; { | |c} ; { |b|c} ; { | |c} ; {a| | } ; {a| | } ; {a| | } ; { | |c} ; {a| |c} ; {a| | } ; {a|b| } ; {a| | } ; {a| | } ; { |b|c} ; {a| | } ; {a| |c} ; {a| | } ; { | | } ; { | | } ; {a|b| } ; { |b|c} ; {a|b|c} ; {a|b|c} ; { |b|c} ; {a| | }
3 @ 10 @ 12 @ 11 @ 27 @ 6 @ 10 @ 1. @ 1.63 @ 2.36 @ 60 @ 127 @ 73 @ Glob (Or (Neg (Var "c"), Var "a")) @ {a|b|c} ; { |b| } ; { |b| } ; {a|b| } ; {a| | } ; {a| | } ; { | | } ; {a| |c} ; { | | } ; { | |c} ; {a| |c} ; { | |c} ; { |b|c} ; {a|b| } ; {a|b|c} ; {a|b|c} ; {a| | } ; {a| |c} ; { | | } ; {a| |c} ; {a|b|c} ; {a|b| } ; { | | } ; { |b|c} ; { | | } ; {a|b|c} ; {a|b|c} ; { | | } ; { | | } ; { |b|c} ; {a| |c} ; { |b|c} ; { | |c} ; { | |c} ; {a|b|c} ; { | | } ; {a| |c} ; { |b| } ; {a| |c} ; { |b|c} ; { | |c} ; { |b|c} ; { |b|c} ; { |b|c} ; {a| |c} ; {a|b|c} ; {a| | } ; {a| |c} ; {a|b|c} ; {a| | } ; {a| | } ; {a| |c} ; { | | } ; {a| | } ; {a|b|c} ; {a| |c} ; {a|b| } ; { | | } ; {a|b| } ; {a| | } ; {a|b| } ; { | |c} ; { |b|c} ; { | | } ; {a|b| } ; { | |c} ; {a|b|c} ; {a| | } ; {a|b|c} ; {a|b| } ; {a|b| } ; {a|b| } ; { | |c} ; { |b|c} ; {a| |c} ; {a|b|c} ; { |b|c} ; {a| |c} ; {a| |c} ; {a| | } ; { | |c} ; { | |c} ; {a| |c} ; {a|b|c} ; { |b| } ; {a| |c} ; {a|b|c} ; {a|b|c} ; { | |c} ; { | |c} ; { |b| } ; { |b|c} ; { |b| } ; { |b| } ; { |b|c} ; { | |c} ; { | | } ; {a| |c} ; { |b|c} ; {a| |c} ; {a|b|c}
3 @ 12 @ 14 @ 13 @ 33 @ 8 @ 12 @ 1. @ 1.87 @ 2.47 @ 72 @ 143 @ 87 @ Ev (And (Var "b", Neg (Var "c"))) @ {a|b|c} ; { | | } ; { | |c} ; {a| | } ; {a|b|c} ; {a| | } ; { | |c} ; { | | } ; {a| | } ; { | |c} ; { | |c} ; { |b| } ; {a|b| } ; {a|b|c} ; { |b| } ; { |b|c} ; { | |c} ; {a| |c} ; { |b| } ; {a|b|c} ; { |b|c} ; { | | } ; { | |c} ; {a| | } ; {a| |c} ; {a| |c} ; { |b|c} ; {a| | } ; { |b| } ; {a| | } ; {a| |c} ; {a|b| } ; { |b|c} ; { | | } ; {a|b| } ; { | |c} ; { |b| } ; { |b| } ; { | | } ; { |b| } ; {a| |c} ; { | | } ; {a|b| } ; { |b|c} ; {a| |c} ; { |b|c} ; {a|b|c} ; {a|b| } ; {a|b|c} ; {a|b|c} ; {a|b|c} ; {a|b| } ; { |b|c} ; {a|b|c} ; {a|b| } ; { |b| } ; { |b|c} ; { |b|c} ; { |b| } ; { | | } ; { |b|c} ; { | |c} ; {a| |c} ; { |b|c} ; { |b| } ; { | | } ; {a|b| } ; { |b|c} ; { | | } ; {a|b|c} ; { |b|c} ; { | |c} ; {a| |c} ; {a| | } ; {a|b| } ; { |b|c} ; { |b| } ; {a|b| } ; { | | } ; { | |c} ; { |b|c} ; { | | } ; { |b| } ; { |b|c} ; { |b|c} ; {a| | } ; { | | } ; { |b| } ; {a|b| } ; {a|b| } ; { |b|c} ; { | |c} ; { |b|c} ; { |b|c} ; {a| | } ; { |b| } ; { |b|c} ; { | |c} ; { | | } ; {a|b|c} ; { |b| }
3 @ 14 @ 16 @ 14 @ 39 @ 12 @ 26 @ 1. @ 10.17 @ 5.02 @ 372 @ 710 @ 400 @ And (Glob (Or (Or (Neg (Var "b"), Neg (Var "c")), Glob (Var "b"))), Glob (Or (Ev (Neg (Var "b")), And (Var "b", Var "c")))) @ {a| |c} ; {a| |c} ; {a|b| } ; {a| |c} ; {a| | } ; { | | } ; { |b| } ; { | |c} ; {a|b|c} ; {a|b| } ; {a|b|c} ; {a|b| } ; { |b| } ; { | |c} ; {a| |c} ; {a| | } ; { | |c} ; { | |c} ; { | | } ; { | | } ; { |b|c} ; { | |c} ; { | |c} ; { |b| } ; { | |c} ; { |b|c} ; {a| |c} ; {a|b|c} ; {a| | } ; {a|b| } ; {a| |c} ; {a|b| } ; { |b|c} ; { |b| } ; { |b|c} ; { |b| } ; {a|b| } ; { |b| } ; { | | } ; {a| |c} ; { |b| } ; {a|b|c} ; {a| |c} ; { | |c} ; {a| | } ; { | | } ; {a|b| } ; { | |c} ; { | |c} ; { | |c} ; { | | } ; { |b|c} ; {a| | } ; { |b|c} ; {a| | } ; {a| |c} ; { |b|c} ; {a| | } ; { | |c} ; { |b| } ; { | |c} ; {a| |c} ; {a|b|c} ; {a|b|c} ; {a| | } ; { | |c} ; {a|b| } ; { |b| } ; {a| | } ; { | |c} ; {a|b|c} ; {a| | } ; {a| | } ; {a| |c} ; { | |c} ; {a| |c} ; {a| | } ; {a| |c} ; {a|b| } ; { | |c} ; { |b|c} ; { | | } ; {a| |c} ; {a|b| } ; {a| |c} ; { | | } ; {a|b| } ; {a| | } ; {a|b|c} ; { | |c} ; {a|b|c} ; { |b|c} ; {a| |c} ; {a| |c} ; { | |c} ; {a|b|c} ; { | | } ; {a|b| } ; {a| |c} ; {a| | } ; { |b|c}
3 @ 15 @ 16 @ 15 @ 42 @ 2 @ 0 @ 1. @ 0.31 @ 0. @ 45 @ 70 @ 45 @ Ev (Neg (Var "c")) @ {a| |c} ; {a|b|c} ; {a|b|c} ; { | |c} ; {a|b|c} ; {a| |c} ; { |b|c} ; {a| |c} ; { |b|c} ; {a| |c} ; { | |c} ; { | |c} ; { |b|c} ; { | |c} ; { | | } ; { |b| } ; { | | } ; { | |c} ; { | | } ; {a| | } ; { | |c} ; { |b|c} ; {a|b| } ; {a|b|c} ; { | | } ; {a|b| } ; {a| | } ; {a|b|c} ; {a| |c} ; {a| |c} ; {a|b|c} ; {a|b|c} ; { | | } ; {a| | } ; { |b|c} ; {a|b| } ; {a| | } ; {a| |c} ; {a| | } ; {a|b| } ; { | |c} ; {a| |c} ; { | |c} ; { | | } ; {a| |c} ; {a|b| } ; {a| | } ; {a| | } ; { | |c} ; {a|b| } ; {a| | } ; { | | } ; {a| |c} ; {a|b| } ; {a| |c} ; {a| |c} ; { |b|c} ; {a|b| } ; {a| | } ; { |b|c} ; { |b| } ; {a| |c} ; {a| |c} ; { |b|c} ; { |b|c} ; { | |c} ; {a| | } ; {a|b| } ; { | | } ; { | | } ; {a| |c} ; { | | } ; {a| |c} ; { | |c} ; {a|b|c} ; {a| | } ; { |b|c} ; { | |c} ; { | | } ; {a| |c} ; {a| | } ; { |b| } ; {a|b| } ; { |b|c} ; {a|b|c} ; {a| | } ; {a| | } ; {a| | } ; {a| |c} ; { | | } ; { | |c} ; {a| |c} ; { | | } ; {a| |c} ; {a| |c} ; {a| |c} ; {a| |c} ; {a| | } ; { | |c} ; { | |c} ; {a|b|c}
